名称,总价（万）,均价,成交日期,位置
中海国际社区林溪美墅 4室2厅 249.9平米,430,17207元,2016-08-23,高新西区
时代尊邸 3室2厅 217.87平米,430,19737元,2016-10-12,锦江
天府世家 3室2厅 137平米,430,31387元,2017-02-24,高新区
润扬双河鹭岛 6室3厅 286.41平米,430,15014元,2017-09-20,新都
中海城南一号 4室2厅 172.46平米,430,24933元,2017-02-16,高新区
麓山国际拉佩维尔 4室2厅 240.46平米,430,17883元,2017-09-25,天府新区
成都后花园二期 4室2厅 142.13平米,430,30254元,2018-01-04,郫都区
春天花园 4室2厅 172.76平米,430,24890元,2015-04-05,青羊
南城都汇 4室3厅 222.5平米,430,19326元,2018-02-08,高新区
华润凤凰城三期 3室2厅 182.87平米,430,23514元,2017-08-29,高新区
四海逸家三期 4室2厅 124.46平米,430,34550元,2017-10-29,锦江
蜀郡 5室2厅 325.14平米,430,13226元,2018-01-11,天府新区
雅颂居 4室2厅 190.63平米,430,22557元,2017-09-17,高新区
中海格林威治城 4室2厅 161.61平米,430,26608元,2018-01-19,武侯
中鹏花园C区 8室2厅 234.27平米,430,18355元,2017-07-22,青羊
世纪城天鹅湖 6室2厅 727平米,430,5915元,2015-10-27,高新区
塔子山壹号 4室1厅 138.34平米,430,31083元,2018-01-30,锦江
鹭岛国际社区二期 8室2厅 191.7平米,430,22431元,2015-11-29,武侯
西派国际 4室2厅 219.37平米,430,19602元,2015-05-27,高新区
天府世家 3室2厅 140.5平米,429,30534元,2017-09-19,高新区
仁和春天国际花园 3室2厅 136.06平米,429,31531元,2018-02-09,高新区
龙景花园 5室1厅 227平米,428,18855元,2015-06-12,青羊
华置都汇华庭 3室1厅 129.02平米,428,33174元,2018-01-14,锦江
锦官新城西区 5室2厅 321.77平米,428,13302元,2017-05-23,武侯
誉峰 4室2厅 219平米,428,19543元,2016-03-01,高新区
麓山国际拉佩维尔 4室2厅 240.41平米,428,17803元,2018-01-08,天府新区
聚星城公寓 5室3厅 153.94平米,426,27673元,2016-08-27,青羊
神仙树大院三期 4室2厅 215平米,426,19814元,2017-02-16,高新区
四海逸家三期 4室2厅 97.64平米,426,43630元,2018-01-10,锦江
时代尊邸 3室2厅 162平米,426,26272元,2017-01-13,锦江
誉峰 4室2厅 202.27平米,425,21012元,2016-08-25,高新区
东骏湖景湾 4室2厅 303.11平米,425,14021元,2016-10-07,新都
神仙树大院 5室2厅 206.08平米,425,20623元,2017-01-09,高新区
华润二十四城三期 5室1厅 155平米,425,27420元,2018-02-01,成华
华润凤凰城二期 5室2厅 153.57平米,425,27675元,2018-01-22,高新区
誉峰 4室2厅 221.1平米,425,19222元,2016-08-15,高新区
天祥广场 4室2厅 279.11平米,425,15227元,2018-01-29,青羊
锦绣花园西区 5室2厅 333.4平米,425,12748元,2017-07-20,武侯
督院府邸 4室3厅 207.41平米,425,20491元,2017-02-09,锦江
四海逸家三期 4室2厅 124平米,425,34275元,2017-10-20,锦江
朗御 3室1厅 226.1平米,425,18797元,2017-03-06,锦江
翡翠城五期 5室2厅 163.17平米,425,26046元,2016-12-25,锦江
华润金悦湾 4室2厅 211平米,425,20143元,2017-03-13,青羊
融创长滩壹号 4室3厅 287.91平米,424,14724元,2017-12-11,双流
中粮祥云国际生活区一期 4室2厅 253平米,423,16719元,2017-02-26,武侯
仁和春天国际花园 4室2厅 168平米,423,25149元,2017-10-03,高新区
蜀郡 5室2厅 301.38平米,423,14036元,2017-09-07,天府新区
粼江峰阁 4室2厅 169.88平米,423,24900元,2018-01-21,锦江
誉峰 4室2厅 206.24平米,423,20510元,2016-09-04,高新区
南苑小区 4室2厅 203平米,422,20788元,2015-05-17,高新区
仁和春天国际花园 3室2厅 144.12平米,421,29191元,2017-12-27,高新区
誉峰 4室2厅 243平米,420,17283元,2016-01-01,高新区
西派国际 3室2厅 126平米,420,33334元,2017-09-13,高新区
中海龙湾半岛 4室2厅 192.83平米,420,21781元,2016-07-08,武侯
鹭岛国际社区二期 6室3厅 189.47平米,420,22167元,2015-11-13,武侯
中央花园临河别墅 6室3厅 283平米,420,14841元,2017-01-08,武侯
绿地锦天府 4室2厅 310.25平米,420,13537元,2016-06-07,锦江
中海国际林汀别墅 5室2厅 266.16平米,420,15780元,2016-08-07,高新西区
麓山国际拉佩维尔 4室2厅 216.47平米,420,19402元,2016-11-19,天府新区
西派国际 3室2厅 140.05平米,420,29990元,2017-09-09,高新区
天府世家 4室3厅 74.31平米,420,56520元,2017-03-12,高新区
成都雅居乐花园别墅 4室2厅 273.37平米,420,15364元,2018-02-04,天府新区
南城都汇二A期 3室2厅 141.56平米,420,29670元,2018-01-19,高新区
齐力光华岁月 5室2厅 195.78平米,420,21453元,2018-02-08,青羊
麓山国际圣芭芭拉 4室2厅 205.7平米,420,20419元,2018-01-31,天府新区
保利心语二期 4室2厅 184.15平米,420,22808元,2017-12-08,高新区
绿地锦天府 3室3厅 185平米,420,22703元,2017-08-30,锦江
锦城世家 4室2厅 144.85平米,420,28996元,2018-01-18,金牛
华侨城纯水岸208区 7室3厅 151.37平米,420,27747元,2017-06-28,金牛
观城 4室3厅 243.2平米,420,17270元,2017-03-27,成华
中海城南一号 4室2厅 194.01平米,418,21545元,2016-08-26,高新区
优品道 4室2厅 250平米,418,16720元,2016-03-01,青羊
西派国际 4室2厅 218平米,418,19174元,2016-08-20,高新区
南苑小区 4室2厅 203.01平米,418,20590元,2016-07-06,高新区
蜀风花园城兰苑二期 5室2厅 182.54平米,418,22900元,2017-10-28,青羊
晓天芳苑 5室2厅 236.29平米,418,17691元,2017-12-23,武侯
紫檀山 5室2厅 307.57平米,418,13591元,2018-01-26,温江
新城国际广场 5室2厅 213.17平米,416,19515元,2017-10-15,高新区
成都后花园二期 5室1厅 239.2平米,416,17392元,2018-01-23,郫都区
中海城南华府 4室2厅 205平米,416,20293元,2015-12-26,高新区
复地雍湖湾别墅 4室2厅 197平米,415,21066元,2015-07-05,高新区
翡翠城二期 4室2厅 252.27平米,415,16451元,2016-10-23,锦江
成都花园 4室2厅 199.51平米,415,20801元,2017-12-03,青羊
时代晶科名苑 4室2厅 176.36平米,415,23532元,2017-07-31,高新区
南苑小区 4室2厅 203.01平米,415,20442元,2015-12-10,高新区
保利心语三期 4室2厅 182平米,415,22803元,2017-11-10,高新区
成都花园 4室2厅 213.88平米,415,19404元,2017-11-29,青羊
蓝光公馆1881 3室2厅 183平米,415,22678元,2018-01-30,高新区
西派国际 4室2厅 218平米,415,19037元,2016-06-15,高新区
万科城市花园 4室2厅 176.74平米,414,23425元,2017-03-22,锦江
桂溪苑 4室2厅 208.31平米,413,19826元,2016-11-24,高新区
翡翠城二期 3室2厅 152.4平米,412,27035元,2017-09-26,锦江
绿地锦天府 3室3厅 198.07平米,411,20751元,2017-07-12,锦江
置信巴厘岛别墅 5室3厅 206.88平米,410,19818元,2016-06-20,武侯
麓山国际 5室3厅 300平米,410,13660元,2015-09-20,天府新区
锦城世家 5室3厅 245平米,410,16735元,2015-07-24,金牛
中粮祥云国际生活区一期 5室2厅 314.53平米,410,13035元,2015-11-13,武侯
雍锦湾花园别墅 4室2厅 250平米,410,16400元,2016-03-01,青羊
天府世家 3室2厅 135平米,410,30371元,2017-04-08,高新区
华润凤凰城 4室2厅 173.31平米,410,23658元,2017-10-09,高新区
华侨城东岸 3室2厅 145.01平米,410,28274元,2017-10-08,金牛
誉峰 5室2厅 223平米,410,18386元,2016-07-01,高新区
誉峰 4室2厅 183.12平米,410,22390元,2016-11-12,高新区
华侨城东岸 5室2厅 151.28平米,410,27103元,2017-06-13,金牛
誉峰 5室2厅 223.17平米,410,18372元,2015-11-07,高新区
天府世家 7室3厅 330平米,410,12424元,2015-08-28,高新区
华侨城东岸 4室2厅 192平米,410,21355元,2017-10-13,金牛
四海逸家华府 4室2厅 88.35平米,409,46294元,2018-02-09,锦江
四海逸家华府 4室2厅 88.35平米,409,46294元,2018-01-23,锦江
中海金沙府 3室2厅 157.7平米,409,25936元,2017-05-25,青羊
观南上域 4室2厅 153.88平米,409,26580元,2018-01-17,武侯
西派国际 3室2厅 140.05平米,408,29133元,2017-06-07,高新区
观城 4室2厅 127.02平米,408,32121元,2017-11-09,成华
万科城市花园 4室2厅 182.1平米,408,22406元,2017-03-19,锦江
复地雍湖湾别墅 4室2厅 200.72平米,407,20267元,2016-05-29,高新区
百寿路2号院 5室2厅 370平米,407,11000元,2017-11-26,金牛
中粮祥云国际生活区一期 5室3厅 255.28平米,406,15904元,2016-10-12,武侯
复地雍湖湾 4室2厅 169.49平米,406,23954元,2017-01-22,高新区
中粮祥云国际生活区一期 5室2厅 255.28平米,405,15865元,2016-10-18,武侯
绿地锦天府 3室2厅 308平米,405,13149元,2016-01-03,锦江
华侨城东岸 5室3厅 302.14平米,405,13394元,2016-07-13,金牛
华润二十四城四期 4室2厅 146.28平米,405,27687元,2017-10-31,成华
西派国际 4室2厅 219.45平米,405,18455元,2016-08-23,高新区
原乡 4室2厅 250平米,405,16200元,2016-12-30,天府新区
天府世家 3室2厅 113.01平米,405,35838元,2017-11-24,高新区
银泰泰悦湾 4室2厅 151.62平米,405,26712元,2018-01-11,高新区
营中巷32号院 4室2厅 285平米,405,14193元,2018-01-16,金牛
成都花园别墅 4室2厅 215.37平米,405,18805元,2017-03-08,青羊
中海城南一号 4室2厅 184.69平米,405,21929元,2016-09-07,高新区
中海城南一号 4室2厅 184.69平米,404,21869元,2016-07-26,高新区
仁恒滨河湾 5室2厅 258.32平米,404,15640元,2015-12-02,锦江
中粮祥云国际生活区一期 4室2厅 253.13平米,403,15901元,2016-09-22,武侯
华润二十四城四期 3室2厅 125.84平米,403,32025元,2018-02-04,成华
四海逸家三期 4室2厅 87.94平米,403,45827元,2018-01-20,锦江
誉峰 5室2厅 222平米,402,18099元,2016-03-01,高新区
成都国奥村 5室2厅 187.31平米,402,21462元,2017-11-27,双流
中粮祥云国际生活区二期 3室2厅 144.46平米,402,27828元,2018-01-24,武侯
置信丽都花园C区 6室4厅 360.57平米,402,11149元,2016-10-07,武侯
誉峰 4室2厅 184.37平米,401,21750元,2016-11-02,高新区
中海城南一号 6室2厅 239.88平米,400,16675元,2016-09-12,高新区
中粮香榭丽都 5室4厅 336平米,400,11905元,2017-08-05,武侯
华侨城天鹅堡 4室3厅 291.22平米,400,13736元,2017-04-02,金牛
龙光天悦龙庭 7室2厅 133.23平米,400,30024元,2017-06-26,锦江
朗基望今缘 4室2厅 235平米,400,17021元,2016-02-01,锦江
龙湖三千城 5室2厅 264.03平米,400,15150元,2016-09-09,成华
中海九号公馆 3室1厅 135平米,400,29630元,2017-10-26,高新区
中海城南华府 3室2厅 133.4平米,400,29986元,2017-10-14,高新区
神仙树大院二期 4室2厅 177平米,400,22599元,2017-03-25,高新区
紫檀 3室2厅 280.67平米,400,14252元,2017-03-10,武侯
建发金沙里 4室2厅 158.61平米,400,25220元,2017-09-25,青羊
康郡 4室2厅 298.98平米,400,13379元,2015-11-06,锦江
成都ICC 3室2厅 146平米,400,27398元,2017-09-18,锦江
中华园 4室2厅 222.13平米,400,18008元,2018-02-01,武侯
香瑞湖 5室2厅 242.94平米,400,16465元,2018-01-31,温江
天府世家 3室2厅 113.46平米,400,35255元,2018-02-12,高新区
龙湖北城天街二期 5室2厅 227.29平米,400,17599元,2018-01-23,金牛
中海龙湾半岛 4室2厅 168.05平米,400,23803元,2017-10-08,武侯
誉峰 5室3厅 350平米,400,11429元,2015-12-01,高新区
四海逸家蓝钻 4室2厅 96.76平米,400,41340元,2018-01-29,锦江
翡翠城二期 4室2厅 177.09平米,400,22587元,2015-06-18,锦江
雍锦湾花园别墅 4室2厅 248平米,400,16129元,2015-10-27,青羊
春天花园 4室3厅 314平米,400,12739元,2015-09-28,青羊
华润二十四城三期 5室2厅 252.21平米,400,15860元,2016-06-30,成华
金沙西墅 4室3厅 260平米,400,15385元,2017-11-29,青羊
西派国际 3室2厅 140.05平米,400,28562元,2017-12-05,高新区
三洲娇子苑 3室2厅 149.96平米,400,26674元,2017-12-17,锦江
桂溪苑 4室2厅 208.31平米,400,19202元,2016-11-28,高新区
成都ICC 3室2厅 155.36平米,400,25747元,2017-04-14,锦江
九龙仓擎天半岛 3室2厅 242.93平米,400,16466元,2017-03-27,锦江
翡翠城三期 5室3厅 316平米,400,12670元,2016-05-04,锦江
龙湖北城天街二期 5室3厅 243.47平米,399,16389元,2017-07-20,金牛
四海逸家蓝钻 4室2厅 86.85平米,399,45942元,2017-12-20,锦江
翡翠城四期 4室2厅 216.82平米,398,18356元,2015-11-23,锦江
中央花园 7室2厅 320平米,398,12438元,2016-09-29,武侯
万科城市花园 3室2厅 152平米,398,26185元,2017-06-15,锦江
成都ICC 3室2厅 159.27平米,398,24990元,2017-08-10,锦江
西派国际 4室2厅 183.44平米,398,21696元,2016-06-30,高新区
锦都 4室2厅 143.19平米,398,27796元,2017-09-22,青羊
远大林语城 4室2厅 281平米,398,14164元,2017-10-29,双流
南城都汇三B期 4室2厅 226.4平米,396,17492元,2017-07-26,高新区
粼江峰阁 5室2厅 330.45平米,396,11984元,2016-05-13,锦江
泊景湾 4室2厅 202平米,396,19603元,2016-03-01,武侯
建发天府鹭洲 3室2厅 109.48平米,396,36171元,2018-01-22,高新区
太阳公元 4室2厅 186.2平米,396,21268元,2017-06-13,成华
长城半岛城邦 6室2厅 271平米,396,14631元,2016-07-31,高新区
置信丽都花园城(内侧) 4室2厅 206.88平米,395,19093元,2016-02-25,武侯
仁和春天国际花园 3室2厅 156平米,395,25321元,2017-03-09,高新区
誉峰 3室2厅 183.46平米,395,21531元,2016-10-14,高新区
上海花园 4室2厅 176平米,395,22444元,2018-01-14,高新区
中海兰庭 5室2厅 150.89平米,395,26179元,2017-11-26,高新区
金沙园二期 4室2厅 201.35平米,395,19618元,2017-12-16,青羊
誉峰 4室2厅 181.82平米,395,21725元,2016-09-15,高新区
天悦府 4室2厅 178平米,395,22220元,2016-09-27,高新区
翡翠城四期 5室2厅 216.8平米,395,18220元,2016-10-03,锦江
世茂玉锦湾 4室2厅 238.05平米,395,16594元,2017-06-15,成华
翡翠城四期 4室2厅 216.82平米,395,18218元,2017-02-23,锦江
龙湖世纪峰景 3室2厅 184.23平米,395,21441元,2017-03-14,高新区
中粮祥云国际生活区一期 4室2厅 161平米,395,24535元,2018-01-25,武侯
时代豪庭 3室1厅 143平米,395,27623元,2017-03-22,锦江
天府欣苑 4室2厅 206平米,395,19175元,2015-11-15,高新区
天府欣苑 4室2厅 189.52平米,395,20842元,2016-06-18,高新区
时代尊邸 3室2厅 192平米,394,20520元,2016-04-18,锦江
中海城南一号 4室2厅 185.43平米,394,21237元,2016-07-11,高新区
时代豪庭 3室2厅 172.26平米,394,22872元,2016-11-22,锦江
上海花园 4室2厅 158.91平米,394,24788元,2017-11-26,高新区
中海龙湾半岛 3室2厅 135.94平米,393,28910元,2018-02-03,武侯
保利心语二期 5室2厅 134.31平米,393,29261元,2017-12-14,高新区
中海龙湾半岛 4室3厅 360.39平米,392,10878元,2017-03-08,武侯
现代城 3室2厅 212.51平米,392,18447元,2017-09-06,青羊
新城市别墅 8室3厅 288平米,390,13542元,2015-03-15,武侯
融创长滩壹号 4室3厅 262.72平米,390,14845元,2017-08-12,双流
鹭岛国际社区二期 4室2厅 247平米,390,15789元,2017-01-06,武侯
绿地锦天府 3室2厅 308平米,390,12681元,2016-03-14,锦江
康郡 5室2厅 223.91平米,390,17418元,2017-05-26,锦江
鹭岛国际社区二期 4室2厅 241.58平米,390,16144元,2017-01-09,武侯
翡翠城二期 3室2厅 140.61平米,390,27737元,2017-10-08,锦江
天府世家 3室2厅 137.22平米,390,28422元,2016-09-18,高新区
九龙仓擎天半岛 3室1厅 223.02平米,390,17488元,2017-08-09,锦江
朗御 3室1厅 184平米,390,21196元,2017-10-13,锦江
华润凤凰城三期 4室2厅 157.16平米,390,24816元,2018-01-08,高新区
鹭岛国际社区二期 5室3厅 247.3平米,390,15771元,2017-04-07,武侯
神仙树大院二期 4室2厅 173.62平米,390,22463元,2017-08-19,高新区
绿地锦天府 4室2厅 203.6平米,390,19156元,2017-05-25,锦江
翡翠城 4室2厅 129.17平米,390,30193元,2017-12-04,锦江
时代尊城 5室2厅 225.2平米,390,17318元,2016-11-11,青羊
皇城花卉 4室2厅 171.42平米,390,22752元,2017-12-27,高新区
西府少城 4室2厅 130.83平米,390,29810元,2018-01-11,青羊
绿地锦天府 3室2厅 183.82平米,390,21217元,2017-06-12,锦江
银泰泰悦湾 4室2厅 195.88平米,390,19911元,2017-04-01,高新区
绿地锦天府 3室2厅 307.55平米,390,12681元,2016-01-13,锦江
绿地锦天府 4室2厅 307.55平米,390,12681元,2015-12-12,锦江
万科城市花园 5室2厅 177平米,390,22034元,2016-12-21,锦江
天府欣苑 4室2厅 206平米,390,18932元,2015-05-28,高新区
天府世家 3室2厅 137.22平米,390,28422元,2016-09-24,高新区
绿地锦天府 3室2厅 308平米,390,12662元,2016-01-01,锦江
中海城南一号 4室2厅 248.9平米,390,15669元,2016-05-17,高新区
西派国际 4室2厅 219平米,389,17762元,2016-04-01,高新区
中海城南华府 3室2厅 134.5平米,389,28922元,2017-09-01,高新区
春天花园 7室2厅 315.18平米,388,12310元,2016-11-15,青羊
世茂玉锦湾 3室3厅 273平米,388,14212元,2016-07-03,成华
天悦府 3室2厅 135.68平米,388,28597元,2018-01-20,高新区
南苑小区 4室2厅 203.01平米,388,19112元,2015-12-07,高新区
浣花省建行宿舍 4室2厅 217.15平米,388,17868元,2016-09-13,青羊
高地 3室3厅 167.62平米,388,23148元,2017-11-23,成华
蜀郡 4室2厅 303平米,388,12805元,2016-03-01,天府新区
中海城南华府 5室2厅 253.9平米,388,15282元,2015-12-18,高新区
麓山印象 4室2厅 167平米,388,23234元,2015-08-25,天府新区
置信巴厘岛别墅 5室2厅 235平米,386,16425元,2016-04-01,武侯
中央花园首期别墅 5室2厅 298平米,386,12953元,2016-04-22,武侯
